name,first_publication_year,career_stage,gender,orcid_id,year,times_cited,coauthor_M,coauthor_F,coauthor_count,coauthor_country,group
Masayasu Horibe,2011.0,Mid,M,0000-0001-9453-1571,2017,12,864,10,1024,"{'Sweden': 47, 'Singapore': 4, 'United Kingdom': 90, 'Belgium': 54, 'Canada': 22, 'Brazil': 12, 'Switzerland': 42, 'China': 29, 'Russia': 22, 'Japan': 29, 'Germany': 94, 'United States': 87, 'Belarus': 1, 'Italy': 103, 'Denmark': 2, 'Israel': 18, 'Greece': 59, 'France': 5, 'Turkey': 38, 'Tunisia': 4, 'Hungary': 30, 'Egypt': 14, 'Slovenia': 7, 'Portugal': 5, 'Lithuania': 18, 'Austria': 17, 'Thailand': 12, 'India': 6, 'El Salvador': 4, 'Saudi Arabia': 6, 'Spain': 34, 'Australia': 6, 'Serbia': 2, 'Dominican Republic': 1, 'South Korea': 4, 'Netherlands': 36, 'Chile': 11, 'South Africa': 2, 'Qatar': 4, 'United Arab Emirates': 5, 'Morocco': 5, 'Iran': 3, 'Argentina': 9, 'Uruguay': 3, 'Poland': 9, 'Romania': 2, 'Norway': 6, 'Taiwan': 1, 'Malaysia': 3, 'Moldova': 4, 'Ireland': 3}",Control
Masayasu Horibe,2011.0,Mid,M,0000-0001-9453-1571,2017,41,28,2,30,{'Japan': 31},Control
Masayasu Horibe,2011.0,Mid,M,0000-0001-9453-1571,2017,31,28,2,30,{'Japan': 31},Control
Madhuradhar Chegondi,2012.0,Early,U,0000-0002-1375-6988,2023,0,3,3,8,{'United States': 6},Control
Madhuradhar Chegondi,2012.0,Early,U,0000-0002-1375-6988,2023,0,5,11,18,{'United States': 15},Control
Madhuradhar Chegondi,2012.0,Early,U,0000-0002-1375-6988,2023,0,3,1,5,{'United States': 5},Control
Madhuradhar Chegondi,2012.0,Early,U,0000-0002-1375-6988,2023,0,5,11,18,{'United States': 15},Control
Madhuradhar Chegondi,2012.0,Early,U,0000-0002-1375-6988,2023,0,3,9,13,{'United States': 10},Control
Madhuradhar Chegondi,2012.0,Early,U,0000-0002-1375-6988,2023,1,2,0,4,{'United States': 4},Control
Madhuradhar Chegondi,2012.0,Early,U,0000-0002-1375-6988,2023,0,2,0,4,{'United States': 4},Control
Madhuradhar Chegondi,2012.0,Early,U,0000-0002-1375-6988,2023,7,2,0,3,{'United States': 3},Control
Madhuradhar Chegondi,2012.0,Early,U,0000-0002-1375-6988,2023,7,1,0,4,{'United States': 6},Control
Madhuradhar Chegondi,2012.0,Early,U,0000-0002-1375-6988,2017,9,1,1,3,{'United States': 2},Control
Niveditha Balakumar,2016.0,Early,F,0000-0002-1530-1549,2023,0,0,4,4,{'United States': 3},Control
Niveditha Balakumar,2016.0,Early,F,0000-0002-1530-1549,2023,3,1,5,6,{'United States': 6},Control
Goyal Umadat,2020.0,Early,M,0000-0002-1463-4704,2023,0,7,3,10,{'United States': 10},Control
Goyal Umadat,2020.0,Early,M,0000-0002-1463-4704,2023,0,3,2,5,{'United States': 5},Control
Goyal Umadat,2020.0,Early,M,0000-0002-1463-4704,2023,0,3,1,4,{'United States': 4},Control
Goyal Umadat,2020.0,Early,M,0000-0002-1463-4704,2023,0,3,1,4,{},Control
Goyal Umadat,2020.0,Early,M,0000-0002-1463-4704,2023,2,4,1,7,{'United States': 7},Control
Goyal Umadat,2020.0,Early,M,0000-0002-1463-4704,2023,0,1,0,1,{},Control
Goyal Umadat,2020.0,Early,M,0000-0002-1463-4704,2023,0,5,1,6,{'United States': 6},Control
Goyal Umadat,2020.0,Early,M,0000-0002-1463-4704,2023,0,4,0,6,{'United States': 6},Control
Goyal Umadat,2020.0,Early,M,0000-0002-1463-4704,2023,0,2,1,10,{'United States': 20},Control
Camille Jutras,2020.0,Early,F,0000-0003-0255-2426,2023,0,2,7,9,{'Canada': 4},Control
Camille Jutras,2020.0,Early,F,0000-0003-0255-2426,2023,3,2,6,8,{'Canada': 10},Control
Matthew Li,2019.0,Early,M,0000-0003-1320-7134,2023,0,6,3,11,{'United States': 11},Control
Matthew Li,2019.0,Early,M,0000-0003-1320-7134,2023,4,2,4,13,{'United States': 15},Control
Matthew Li,2019.0,Early,M,0000-0003-1320-7134,2023,4,2,5,13,{'United States': 15},Control
Matthew Li,2019.0,Early,M,0000-0003-1320-7134,2023,0,4,0,4,{'United States': 4},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,4,13,19,40,{'United States': 40},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,0,0,2,4,{'United States': 4},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,0,0,3,4,{'United States': 4},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,0,1,2,5,{'United States': 5},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,0,1,3,6,{'United States': 6},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,0,0,3,6,{'United States': 6},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,0,0,2,4,{'United States': 4},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,4,0,2,4,{'United States': 5},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,4,1,2,5,{'United States': 5},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,10,0,2,6,{'United States': 6},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,6,0,3,5,{'United States': 5},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2023,7,0,3,3,{'United States': 3},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2017,0,6,0,7,{},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2017,78,0,2,6,{'United States': 7},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2017,52,0,2,4,{'United States': 5},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2017,38,4,1,5,{'United States': 6},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2017,0,0,2,5,{'United States': 5},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2017,0,0,1,5,{'United States': 5},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2017,4,0,2,5,{'United States': 5},Control
Dee Shortridge,1996.0,Senior,F,0000-0002-1215-5216,2017,0,0,1,4,{'United States': 4},Control
Raiko Diaz,2019.0,Early,M,0009-0003-6927-7622,2023,2,3,2,11,{'United States': 8},Control
Raiko Diaz,2019.0,Early,M,0009-0003-6927-7622,2023,0,5,0,6,{},Control
Raiko Diaz,2019.0,Early,M,0009-0003-6927-7622,2023,0,6,1,9,{},Control
Raiko Diaz,2019.0,Early,M,0009-0003-6927-7622,2023,0,6,2,9,{},Control
Raiko Diaz,2019.0,Early,M,0009-0003-6927-7622,2023,0,4,1,6,{},Control
Raiko Diaz,2019.0,Early,M,0009-0003-6927-7622,2023,0,5,2,8,{},Control
Raiko Diaz,2019.0,Early,M,0009-0003-6927-7622,2023,2,8,2,12,{},Control
Raiko Diaz,2019.0,Early,M,0009-0003-6927-7622,2023,0,7,3,11,{},Control
Raiko Diaz,2019.0,Early,M,0009-0003-6927-7622,2023,0,4,1,6,{},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,0,1,9,21,{'United States': 21},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,23,3,15,37,{'United States': 41},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,2,4,8,29,{'United States': 27},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,1,2,2,7,{'United States': 8},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,9,4,12,29,{'United States': 30},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,0,7,9,25,{'United States': 29},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,0,0,1,2,{'United States': 2},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,1,5,14,26,{'United States': 26},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,0,4,3,7,{'United States': 7},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,27,27,34,204,{'United States': 206},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,0,28,33,204,{'United States': 207},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,551,130,237,825,"{'United States': 179, 'Norfolk Island': 1}",Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,4,7,16,50,{'United States': 48},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,5,6,8,33,{'United States': 41},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2023,28,1,9,34,{'United States': 34},Control
Karen Lutrick,2016.0,Early,F,0000-0003-3480-849X,2017,9,0,4,5,{'United States': 5},Control
Nirav Haribhakti,2019.0,Early,M,0000-0001-5601-264X,2023,0,4,2,7,{'United States': 7},Control
Nirav Haribhakti,2019.0,Early,M,0000-0001-5601-264X,2023,0,5,0,5,{'United States': 5},Control
Blake Martin,2015.0,Early,M,0000-0001-5683-8310,2023,0,7,1,9,{'United States': 8},Control
Blake Martin,2015.0,Early,M,0000-0001-5683-8310,2023,16,7,4,25,{'United States': 26},Control
Blake Martin,2015.0,Early,M,0000-0001-5683-8310,2023,13,4,4,32,"{'United States': 32, 'Italy': 1, 'United Kingdom': 1, 'Greece': 1}",Control
Blake Martin,2015.0,Early,M,0000-0001-5683-8310,2023,2,5,5,10,{'United States': 16},Control
Blake Martin,2015.0,Early,M,0000-0001-5683-8310,2023,3,1,1,3,{'United States': 4},Control
Meghana Nadiger,2013.0,Early,F,0000-0002-1027-6962,2023,8,1,1,4,{'United States': 6},Control
Niveditha Balakumar,2016.0,Early,F,0000-0002-1530-1549,2023,0,0,4,4,{'United States': 3},Control
Niveditha Balakumar,2016.0,Early,F,0000-0002-1530-1549,2023,3,1,5,6,{'United States': 6},Control
Masayuki Otawara,2016.0,Early,M,0000-0001-6320-4551,2023,8,9,0,9,{'Japan': 13},Control
Masayuki Otawara,2016.0,Early,M,0000-0001-6320-4551,2017,17,6,0,12,"{'United States': 26, 'Japan': 2}",Control
Jaskaran Rakkar,2020.0,Early,M,0000-0002-4786-1807,2023,0,3,0,3,{'United States': 3},Control
Jaskaran Rakkar,2020.0,Early,M,0000-0002-4786-1807,2023,0,2,3,5,{'United States': 4},Control
Jaskaran Rakkar,2020.0,Early,M,0000-0002-4786-1807,2023,0,2,3,5,{'United States': 5},Control
Jaskaran Rakkar,2020.0,Early,M,0000-0002-4786-1807,2023,0,5,2,11,{},Control
Nazli Deveci,2017.0,Early,F,0000-0002-3390-7798,2023,0,7,5,16,{'United States': 26},Control
Nazli Deveci,2017.0,Early,F,0000-0002-3390-7798,2023,0,2,6,11,{},Control
Nazli Deveci,2017.0,Early,F,0000-0002-3390-7798,2017,0,0,3,4,{},Control
Nazli Deveci,2017.0,Early,F,0000-0002-3390-7798,2017,7,2,3,7,{'Turkey': 7},Control
William Li,2017.0,Early,M,0000-0003-4606-9639,2017,2,4,0,4,{'United States': 4},Control
William Li,2017.0,Early,M,0000-0003-4606-9639,2017,13,2,0,2,{'United States': 2},Control
William Li,2017.0,Early,M,0000-0003-4606-9639,2017,7,3,0,3,{'United States': 3},Control
William Li,2017.0,Early,M,0000-0003-4606-9639,2017,0,3,0,3,{'United States': 3},Control
James Priano,2013.0,Early,M,0000-0003-2096-140X,2017,0,2,0,2,{'United States': 2},Control
James Priano,2013.0,Early,M,0000-0003-2096-140X,2017,10,4,1,5,{'United States': 5},Control
Madihah Hepburn,2018.0,Early,F,0000-0002-7070-4033,2023,0,4,6,12,"{'United States': 5, 'Australia': 1, 'Canada': 1, 'Cayman Islands': 1, 'Brazil': 1}",Control
Madihah Hepburn,2018.0,Early,F,0000-0002-7070-4033,2023,0,5,8,23,"{'United States': 15, 'Canada': 3, 'Brazil': 1, 'Dominican Republic': 2, 'Cayman Islands': 1}",Control
Madihah Hepburn,2018.0,Early,F,0000-0002-7070-4033,2023,7,7,5,14,"{'United States': 12, 'Bermuda': 2, 'India': 3, 'Jamaica': 2, 'Dominican Republic': 4, 'Canada': 2}",Control
Hilamber Subba,2020.0,Early,U,0000-0001-8102-7050,2023,0,5,0,5,{'United States': 5},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,5,3,4,11,{'United States': 14},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,4,1,5,{'United States': 5},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,3,2,10,{'United States': 10},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,55,37,138,{'United States': 12},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,14,54,43,145,{'United States': 24},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,11,0,11,{},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,11,0,11,{},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,2,2,5,{'United States': 5},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,3,59,39,140,{'United States': 10},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,2,57,39,136,{'United States': 15},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,5,5,10,{'United States': 10},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,1,3,2,5,{'United States': 5},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,3,56,38,136,"{'Canada': 2, 'United States': 8}",Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,1,1,0,2,{'United States': 2},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,12,4,1,11,{'United States': 14},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,4,1,7,{},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,11,62,41,141,"{'United States': 15, 'China': 3}",Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,4,1,3,14,{'United States': 21},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2017,0,2,0,5,{'United States': 10},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2017,84,2,0,5,{'United States': 5},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2023,2,6,0,11,"{'South Korea': 15, 'United States': 1}",Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2023,0,3,2,7,{},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2023,0,6,0,11,"{'South Korea': 15, 'United States': 1}",Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2023,2,3,0,7,{'South Korea': 8},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2023,2,5,0,10,{'South Korea': 12},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2023,0,4,0,6,{'South Korea': 6},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2023,1,4,1,10,"{'South Korea': 15, 'United States': 2}",Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,0,3,0,5,{'South Korea': 5},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,0,2,1,5,{'South Korea': 5},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,10,4,2,10,"{'South Korea': 9, 'United States': 1}",Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,7,2,0,5,{'South Korea': 5},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,53,4,3,9,{'South Korea': 9},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,0,2,0,2,{'South Korea': 2},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,1,9,3,15,{'South Korea': 30},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,1,9,3,15,{'South Korea': 30},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,50,9,3,15,{'South Korea': 30},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,307,9,3,15,{'South Korea': 30},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,59,4,1,5,{'South Korea': 5},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,48,6,2,11,{'South Korea': 22},Control
Han-Gil Jeong,2013.0,Early,M,0000-0002-1418-1768,2017,1,2,0,5,{'South Korea': 5},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,5,3,4,11,{'United States': 14},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,4,1,5,{'United States': 5},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,3,2,10,{'United States': 10},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,55,37,138,{'United States': 12},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,14,54,43,145,{'United States': 24},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,11,0,11,{},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,11,0,11,{},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,2,2,5,{'United States': 5},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,3,59,39,140,{'United States': 10},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,2,57,39,136,{'United States': 15},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,5,5,10,{'United States': 10},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,1,3,2,5,{'United States': 5},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,3,56,38,136,"{'Canada': 2, 'United States': 8}",Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,1,1,0,2,{'United States': 2},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,12,4,1,11,{'United States': 14},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,0,4,1,7,{},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,11,62,41,141,"{'United States': 15, 'China': 3}",Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2023,4,1,3,14,{'United States': 21},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2017,0,2,0,5,{'United States': 10},Control
Ofer Sadan,2005.0,Mid,M,0000-0002-0050-3025,2017,84,2,0,5,{'United States': 5},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,2,0,2,4,{'China': 4},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,52,8,1,18,"{'United States': 18, 'Spain': 1, 'China': 1, 'Netherlands': 4, 'Belgium': 1}",Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,1,1,1,4,{'China': 7},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,2,1,0,4,{'China': 5},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,3,2,2,6,{'China': 3},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,2,2,3,7,{'China': 4},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,0,1,1,4,{'China': 10},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,1,1,3,7,{'China': 10},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,0,0,0,4,{'China': 7},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,6,2,2,7,{'China': 11},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,17,0,0,4,{'China': 4},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,41,6,2,16,"{'United States': 15, 'China': 1, 'Belgium': 1, 'Netherlands': 4}",Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,9,6,2,16,"{'United States': 15, 'China': 1, 'Belgium': 1, 'Netherlands': 4}",Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,2,1,0,4,{'China': 6},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,3,5,3,16,"{'United States': 112, 'China': 16, 'Belgium': 16, 'Netherlands': 48}",Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,1,2,1,5,{'China': 4},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,2,3,0,5,{'China': 7},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,17,1,0,4,"{'China': 3, 'United States': 1}",Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2023,3,0,0,3,{'China': 9},Control
Wei-Long Zheng,2014.0,Early,U,0000-0002-9474-6369,2017,51,1,0,4,{'China': 4},Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,52,8,1,18,"{'United States': 18, 'Spain': 1, 'China': 1, 'Netherlands': 4, 'Belgium': 1}",Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,0,7,4,16,{'United States': 16},Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,16,6,2,24,"{'United States': 20, 'Sweden': 1, 'United Kingdom': 2, 'Switzerland': 1, 'Belgium': 1}",Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,36,6,2,25,{},Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,4,3,3,6,{'United States': 9},Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,0,8,2,21,{},Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,41,6,2,16,"{'United States': 15, 'China': 1, 'Belgium': 1, 'Netherlands': 4}",Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,6,9,14,28,{},Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,4,4,3,19,{'United States': 27},Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,9,6,2,16,"{'United States': 15, 'China': 1, 'Belgium': 1, 'Netherlands': 4}",Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,11,6,1,16,{'United States': 38},Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,1,3,0,5,{'United States': 7},Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,3,5,3,16,"{'United States': 112, 'China': 16, 'Belgium': 16, 'Netherlands': 48}",Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2023,4,9,0,9,{'United States': 4},Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2017,1,3,1,7,{'United States': 14},Control
Edilberto Amorim,2010.0,Mid,M,0000-0001-6972-5622,2017,34,3,0,9,"{'United States': 9, 'Belgium': 2}",Control
Ibrahim Migdady,2018.0,Early,M,0000-0002-1291-6257,2023,6,2,0,4,{'United States': 15},Control
Ibrahim Migdady,2018.0,Early,M,0000-0002-1291-6257,2023,0,3,0,4,{'United States': 10},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,0,3,2,5,{'United States': 5},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,0,8,4,14,"{'United Kingdom': 3, 'United States': 11, 'Belgium': 1, 'Italy': 2}",Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,0,4,1,10,{'United States': 9},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,3,5,1,10,{'United States': 15},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,1,5,2,13,{'United States': 18},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,12,8,4,14,"{'United Kingdom': 3, 'United States': 11, 'Belgium': 1, 'Italy': 2}",Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,8,1,5,13,{'United States': 13},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,2,4,1,8,{'United States': 10},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,4,4,2,14,{'United States': 13},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,3,2,1,12,{'United States': 23},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,1,5,6,12,{'United States': 11},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,0,4,4,9,{'United States': 9},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,39,8,3,23,{'United States': 24},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,0,4,1,8,{'United States': 7},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,0,7,3,10,{},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2023,7,7,4,12,{'United States': 20},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2017,56,4,2,6,{'United States': 6},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2017,22,5,4,11,{'United States': 12},Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2017,8,3,1,7,"{'United States': 3, 'Canada': 1}",Control
Neeraj Badjatia,2002.0,Mid,M,0000-0003-1509-9034,2017,13,1,1,6,{'United States': 9},Control
Eugene Oreshnikov,2009.0,Mid,M,0000-0001-8503-0783,2023,0,2,3,5,{},Control
Eugene Oreshnikov,2009.0,Mid,M,0000-0001-8503-0783,2023,0,2,3,5,{},Control
Eugene Oreshnikov,2009.0,Mid,M,0000-0001-8503-0783,2023,0,2,3,5,{},Control
Jiyeon Kang,2020.0,Early,F,0000-0003-3987-4656,2023,6,0,2,9,{'South Korea': 15},Control
Alyson Takaoka,2015.0,Early,F,0000-0003-1442-080X,2023,11,19,13,36,"{'Canada': 47, 'Saudi Arabia': 2}",Control
Melany Gaetani,2012.0,Early,F,0000-0002-3168-9029,2023,0,2,4,6,{'Canada': 9},Control
Melany Gaetani,2012.0,Early,F,0000-0002-3168-9029,2023,1,2,2,4,"{'Canada': 6, 'Australia': 7}",Control
Melany Gaetani,2012.0,Early,F,0000-0002-3168-9029,2017,17,1,3,4,{'Canada': 15},Control
Divij Pasrija,2015.0,Early,M,0000-0001-5826-0460,2023,0,2,2,4,{'United States': 3},Control
Julianne Yeary,2018.0,Early,F,0000-0001-7773-2486,2023,0,1,2,3,{'United States': 2},Control
Julianne Yeary,2018.0,Early,F,0000-0001-7773-2486,2023,0,1,2,3,{'United States': 2},Control
Julianne Yeary,2018.0,Early,F,0000-0001-7773-2486,2023,0,1,2,3,{'United States': 3},Control
Julianne Yeary,2018.0,Early,F,0000-0001-7773-2486,2023,3,2,2,13,{'United States': 13},Control
Julianne Yeary,2018.0,Early,F,0000-0001-7773-2486,2023,3,2,3,7,{'United States': 7},Control
